NN_N100_3_0001Freq_Towd,NN_N100_3_0001AmpV_Towd,NN_N100_3_0001Phase_Towd,NN_N100_3_0003Freq_Towd,NN_N100_3_0003AmpV_Towd,NN_N100_3_0003Phase_Towd,NN_N100_3_0005Freq_Towd,NN_N100_3_0005AmpV_Towd,NN_N100_3_0005Phase_Towd,NN_N100_3_0007Freq_Towd,NN_N100_3_0007AmpV_Towd,NN_N100_3_0007Phase_Towd,NN_N100_3_0009Freq_Towd,NN_N100_3_0009AmpV_Towd,NN_N100_3_0009Phase_Towd,NN_N100_3_0011Freq_Towd,NN_N100_3_0011AmpV_Towd,NN_N100_3_0011Phase_Towd,NN_N100_3_0013Freq_Towd,NN_N100_3_0013AmpV_Towd,NN_N100_3_0013Phase_Towd,NN_N100_3_0015Freq_Towd,NN_N100_3_0015AmpV_Towd,NN_N100_3_0015Phase_Towd,NN_N100_3_0017Freq_Towd,NN_N100_3_0017AmpV_Towd,NN_N100_3_0017Phase_Towd,NN_N100_3_0019Freq_Towd,NN_N100_3_0019AmpV_Towd,NN_N100_3_0019Phase_Towd,NN_N100_3_0021Freq_Towd,NN_N100_3_0021AmpV_Towd,NN_N100_3_0021Phase_Towd,NN_N100_3_0023Freq_Towd,NN_N100_3_0023AmpV_Towd,NN_N100_3_0023Phase_Towd,NN_N100_3_0025Freq_Towd,NN_N100_3_0025AmpV_Towd,NN_N100_3_0025Phase_Towd,NN_N100_3_0027Freq_Towd,NN_N100_3_0027AmpV_Towd,NN_N100_3_0027Phase_Towd,NN_N100_3_0029Freq_Towd,NN_N100_3_0029AmpV_Towd,NN_N100_3_0029Phase_Towd,NN_N100_3_0031Freq_Towd,NN_N100_3_0031AmpV_Towd,NN_N100_3_0031Phase_Towd,NN_N100_3_0033Freq_Towd,NN_N100_3_0033AmpV_Towd,NN_N100_3_0033Phase_Towd
56991,0.0267088,53.7519,56991,0.0333762,41.2872,56991,0.0351059,38.2144,56991,0.0364912,35.3333,56991,0.0378883,33.3749,56991,0.038377,30.5907,56991,0.039351,28.7738,56991,0.0401855,26.3164,56991,0.0411272,24.1688,56991,0.0417793,22.2753,56991,0.04269,19.4341,56991,0.0436926,17.6495,56991,0.0437808,15.4925,56991,0.0439417,13.3094,56991,0.0447643,11.1812,56991,0.0466764,9.56268,56991,0.0543427,2.66105
57191.3,0.026741,55.4724,57191.3,0.034405,43.8237,57191.3,0.0364697,39.8719,57191.3,0.0380874,37.6647,57191.3,0.038991,34.877,57191.3,0.0403929,32.1134,57191.3,0.0413716,30.2429,57191.3,0.0424075,28.1547,57191.3,0.0434792,25.8815,57191.3,0.0442636,24.2617,57191.3,0.0453949,20.6497,57191.3,0.0462353,19.07,57191.3,0.0464356,17.0835,57191.3,0.0468898,14.2265,57191.3,0.0476623,12.3297,57191.3,0.0501156,10.4792,57191.3,0.0587213,2.97135
57391.7,0.0273669,56.6019,57391.7,0.0357318,45.6564,57391.7,0.0373137,42.2088,57391.7,0.0393951,39.0488,57391.7,0.0407839,36.7433,57391.7,0.0418186,34.2959,57391.7,0.0435293,32.3622,57391.7,0.0446939,29.8648,57391.7,0.0455797,27.6217,57391.7,0.0471568,25.4918,57391.7,0.0479245,22.126,57391.7,0.0490177,20.3213,57391.7,0.0495958,18.2796,57391.7,0.0497222,15.4164,57391.7,0.0508475,13.1041,57391.7,0.0536752,11.2167,57391.7,0.0638092,3.46698
57592,0.0277627,59.1894,57592,0.0370109,48.0496,57592,0.0389934,44.5119,57592,0.0409436,41.3934,57592,0.0429225,38.8333,57592,0.0440991,36.1132,57592,0.0458455,34.3232,57592,0.0475204,31.8526,57592,0.048511,29.4543,57592,0.0496221,27.3488,57592,0.0513732,23.9531,57592,0.052228,21.7011,57592,0.0528598,19.6032,57592,0.0535381,16.7496,57592,0.0543427,14.1689,57592,0.0579083,12.3399,57592,0.0699079,3.8288
57792.3,0.0281608,60.8786,57792.3,0.0381231,49.7218,57792.3,0.0408888,46.3366,57792.3,0.0425661,43.5399,57792.3,0.0450003,40.9994,57792.3,0.0462687,38.5091,57792.3,0.0478232,36.6325,57792.3,0.0494611,34.025,57792.3,0.0512528,31.6765,57792.3,0.05283,29.7701,57792.3,0.0547194,25.7721,57792.3,0.0558841,23.4526,57792.3,0.0566328,21.3269,57792.3,0.0574172,18.3046,57792.3,0.0587094,15.7158,57792.3,0.0627708,13.3878,57792.3,0.0776422,4.2109
57992.6,0.0287747,63.83,57992.6,0.0392771,53.1872,57992.6,0.0422382,49.4625,57992.6,0.0448656,46.7486,57992.6,0.0467515,43.5822,57992.6,0.0483489,40.9489,57992.6,0.0506282,38.9549,57992.6,0.0526106,36.4707,57992.6,0.0543571,34.041,57992.6,0.0561857,31.961,57992.6,0.05826,27.8269,57992.6,0.0599813,25.4315,57992.6,0.0608635,23.3464,57992.6,0.0619447,19.7053,57992.6,0.0638247,16.7033,57992.6,0.0686049,15.2217,57992.6,0.0870383,4.97166
58192.9,0.0291884,65.8014,58192.9,0.040828,55.4251,58192.9,0.043478,52.1243,58192.9,0.046401,49.3128,58192.9,0.0490773,46.7043,58192.9,0.0509405,43.8054,58192.9,0.0532568,42.0709,58192.9,0.0557673,39.2379,58192.9,0.058167,36.7695,58192.9,0.0601208,34.6369,58192.9,0.0630093,30.702,58192.9,0.0653756,28.0273,58192.9,0.0662684,25.6156,58192.9,0.0677156,21.552,58192.9,0.0693738,18.6981,58192.9,0.0755751,16.6761,58192.9,0.0991321,5.78428
58393.3,0.0295103,67.8666,58393.3,0.041728,58.2581,58393.3,0.0451732,55.3884,58393.3,0.0484204,52.4299,58393.3,0.0516295,49.9835,58393.3,0.0537491,46.7521,58393.3,0.0567746,44.9856,58393.3,0.0595522,42.2119,58393.3,0.0620997,40.1696,58393.3,0.0648022,37.7863,58393.3,0.0683761,33.5833,58393.3,0.0705373,31.2147,58393.3,0.0723875,28.0652,58393.3,0.0741959,24.1866,58393.3,0.076853,20.8529,58393.3,0.0844026,18.8347,58393.3,0.114847,6.94913
58593.6,0.0299323,70.7863,58593.6,0.0428462,61.4482,58593.6,0.0466871,58.6134,58593.6,0.0505662,55.9399,58593.6,0.0536919,52.9677,58593.6,0.0563908,51.0372,58593.6,0.0590575,48.7362,58593.6,0.062722,46.0498,58593.6,0.0662327,43.9666,58593.6,0.069412,41.4924,58593.6,0.0739503,37.0901,58593.6,0.076592,33.9913,58593.6,0.0794351,31.168,58593.6,0.0818181,27.0299,58593.6,0.0849092,23.7586,58593.6,0.0951171,21.4858,58593.6,0.137166,8.3577
58793.9,0.0305045,73.1402,58793.9,0.0439584,65.0532,58793.9,0.0483406,62.1449,58793.9,0.0519753,59.6257,58793.9,0.0560093,56.8992,58793.9,0.0590992,54.5375,58793.9,0.0630307,52.8244,58793.9,0.0674939,49.7986,58793.9,0.0708282,47.7535,58793.9,0.0749636,45.5347,58793.9,0.080564,40.6932,58793.9,0.0841832,38.228,58793.9,0.0876808,34.8974,58793.9,0.0908422,30.566,58793.9,0.0957179,26.9343,58793.9,0.108449,25.0308,58793.9,0.17017,10.957
58994.2,0.030731,75.7957,58994.2,0.0451303,68.1784,58994.2,0.0498986,65.871,58994.2,0.0542438,63.0193,58994.2,0.058099,61.2781,58994.2,0.0622082,59.06,58994.2,0.0663519,57.0871,58994.2,0.0708127,54.432,58994.2,0.0755584,52.3891,58994.2,0.0804353,50.0639,58994.2,0.0877392,45.8869,58994.2,0.0921893,42.8416,58994.2,0.0972962,39.9871,58994.2,0.102382,35.3822,58994.2,0.108528,31.0369,58994.2,0.12557,29.7248,58994.2,0.221977,14.8909
59194.6,0.0308466,77.8384,59194.6,0.0458944,71.9343,59194.6,0.0507891,69.4371,59194.6,0.0558794,67.9077,59194.6,0.0605953,65.7464,59194.6,0.0649214,63.5123,59194.6,0.0694978,62.646,59194.6,0.0751889,59.7948,59194.6,0.0803661,57.6867,59194.6,0.0859439,55.6929,59194.6,0.0950706,51.5255,59194.6,0.101513,49.0684,59194.6,0.108652,45.8475,59194.6,0.115567,40.2719,59194.6,0.124692,36.6964,59194.6,0.14763,35.8806,59194.6,0.313952,22.5618
59394.9,0.0310755,80.0264,59394.9,0.0466776,76.0905,59394.9,0.0521278,74.0069,59394.9,0.0570703,72.5426,59394.9,0.0619948,70.7242,59394.9,0.0664735,68.8752,59394.9,0.0721312,67.9019,59394.9,0.0790668,65.8622,59394.9,0.0841618,64.0339,59394.9,0.0917804,62.6844,59394.9,0.103151,58.378,59394.9,0.111089,56.0495,59394.9,0.120714,53.5562,59394.9,0.130979,48.055,59394.9,0.144763,43.9847,59394.9,0.176473,44.9311,59394.9,0.486263,38.7708
59595.2,0.0311804,83.0312,59595.2,0.0472939,79.3766,59595.2,0.0527442,78.2873,59595.2,0.0581908,77.2422,59595.2,0.063951,75.6665,59595.2,0.0692129,74.0622,59595.2,0.0750804,74.3183,59595.2,0.0816393,71.9727,59595.2,0.0883412,70.6548,59595.2,0.0972748,69.8259,59595.2,0.110739,66.7502,59595.2,0.121217,64.7215,59595.2,0.133123,62.4725,59595.2,0.148058,57.2996,59595.2,0.166407,53.5948,59595.2,0.210568,57.0499,59595.2,0.767869,73.2716
59795.5,0.0310123,86.1143,59795.5,0.0475442,83.4504,59795.5,0.05301,83.0156,59795.5,0.0591934,82.2202,59795.5,0.0648999,81.5604,59795.5,0.0708532,80.231,59795.5,0.0762701,80.1225,59795.5,0.0837624,79.1705,59795.5,0.0921845,78.2559,59795.5,0.100461,78.1574,59795.5,0.116541,75.8099,59795.5,0.129503,74.5679,59795.5,0.142699,73.4049,59795.5,0.165112,68.7925,59795.5,0.190357,66.7279,59795.5,0.24117,74.3829,59795.5,0.855179,134.95
59995.8,0.0311065,88.3675,59995.8,0.0476336,87.8752,59995.8,0.0536275,87.4138,59995.8,0.0596094,87.0862,59995.8,0.0654185,86.5295,59995.8,0.0713611,85.9109,59995.8,0.0769103,86.7612,59995.8,0.0859308,86.3273,59995.8,0.0938582,86.1463,59995.8,0.102069,86.9428,59995.8,0.120496,85.8007,59995.8,0.134454,85.2182,59995.8,0.149504,85.4786,59995.8,0.174754,82.909,59995.8,0.207021,82.2345,59995.8,0.254,95.2287,59995.8,0.256693,177.046
60196.2,0.0306559,91.4024,60196.2,0.0470459,91.8279,60196.2,0.0536001,92.7989,60196.2,0.0594938,92.299,60196.2,0.0650346,92.5616,60196.2,0.0715661,92.2144,60196.2,0.0765848,93.6572,60196.2,0.0857735,93.2981,60196.2,0.0931621,94.1507,60196.2,0.102174,95.4181,60196.2,0.119356,96.2514,60196.2,0.133202,96.8597,60196.2,0.148394,98.6415,60196.2,0.175405,98.1336,60196.2,0.207329,100.413,60196.2,0.232971,116.283,60196.2,0.211627,172.533
60396.5,0.0309694,94.1463,60396.5,0.0471199,96.1896,60396.5,0.0531387,97.1957,60396.5,0.0586605,97.5584,60396.5,0.0641012,98.1574,60396.5,0.0699615,98.4329,60396.5,0.0758815,100.168,60396.5,0.0839722,100.712,60396.5,0.0917041,102.248,60396.5,0.0991189,104.47,60396.5,0.115536,106.076,60396.5,0.127692,107.922,60396.5,0.140003,110.582,60396.5,0.164162,112.706,60396.5,0.187812,117.028,60396.5,0.192559,132.272,60396.5,0.162137,171.683
60596.8,0.0306892,96.7561,60596.8,0.0465333,100.315,60596.8,0.0522268,101.855,60596.8,0.0575352,102.503,60596.8,0.0630915,103.561,60596.8,0.0685441,104.765,60596.8,0.0729239,106.187,60596.8,0.0813496,107.929,60596.8,0.0872338,109.458,60596.8,0.0944102,112.51,60596.8,0.108194,115.49,60596.8,0.118327,118.216,60596.8,0.127602,121.708,60596.8,0.146102,124.828,60596.8,0.162021,130.302,60596.8,0.157866,142.824,60596.8,0.129627,173.143
60797.1,0.0304902,98.9181,60797.1,0.0456691,104.761,60797.1,0.0506222,105.668,60797.1,0.0559711,107.331,60797.1,0.0610459,109.03,60797.1,0.0664151,110.051,60797.1,0.0709367,112.381,60797.1,0.0777602,114.374,60797.1,0.0831556,116.238,60797.1,0.0881481,119.762,60797.1,0.0997913,123.44,60797.1,0.107579,126.36,60797.1,0.114853,130.394,60797.1,0.127455,134.104,60797.1,0.137237,139.755,60797.1,0.13042,149.815,60797.1,0.108292,174.091
60997.4,0.0298238,102.059,60997.4,0.0447524,108.755,60997.4,0.049895,110.253,60997.4,0.0543094,111.982,60997.4,0.0588858,113.951,60997.4,0.0633919,115.363,60997.4,0.0674117,118.117,60997.4,0.073427,120.329,60997.4,0.0786543,122.525,60997.4,0.0823176,125.946,60997.4,0.0916636,130.094,60997.4,0.0968647,133.381,60997.4,0.101527,137.586,60997.4,0.111184,141.332,60997.4,0.116792,146.375,60997.4,0.110117,154.591,60997.4,0.0925231,174.782
61197.8,0.0295794,104.755,61197.8,0.0436223,111.798,61197.8,0.0477993,114.189,61197.8,0.052489,116.25,61197.8,0.057081,117.825,61197.8,0.0606418,120.404,61197.8,0.0636625,122.854,61197.8,0.0688696,125.621,61197.8,0.0729656,128.173,61197.8,0.076009,132,61197.8,0.0834656,135.537,61197.8,0.0874209,138.745,61197.8,0.090369,142.706,61197.8,0.0969982,146.41,61197.8,0.100911,151.165,61197.8,0.0954163,158.562,61197.8,0.0811148,175.577
61398.1,0.0288951,107.125,61398.1,0.04251,114.714,61398.1,0.0465894,118.129,61398.1,0.050137,120.605,61398.1,0.0540483,123.163,61398.1,0.0573933,124.646,61398.1,0.0604641,127.395,61398.1,0.0641668,130.141,61398.1,0.0679219,132.777,61398.1,0.0699198,136.101,61398.1,0.0755513,140.31,61398.1,0.0786698,143.52,61398.1,0.0812924,146.961,61398.1,0.0855219,150.844,61398.1,0.0882459,155.006,61398.1,0.0832343,161.279,61398.1,0.0719309,175.96
61598.4,0.0284743,109.396,61598.4,0.0411189,118.687,61598.4,0.0441206,121.703,61598.4,0.0481749,124.001,61598.4,0.0514269,126.424,61598.4,0.0544083,128.686,61598.4,0.0567091,131.6,61598.4,0.0601816,134.737,61598.4,0.0631094,136.923,61598.4,0.064503,139.908,61598.4,0.0691819,144.213,61598.4,0.0719535,147.322,61598.4,0.0727558,150.766,61598.4,0.0766468,153.965,61598.4,0.0785804,157.937,61598.4,0.0738537,163.387,61598.4,0.0645757,176.44
61798.7,0.0282598,111.8,61798.7,0.0395095,121.728,61798.7,0.042696,124.891,61798.7,0.0460267,127.398,61798.7,0.0488567,130.307,61798.7,0.0512159,132.646,61798.7,0.053364,134.692,61798.7,0.0563788,137.577,61798.7,0.0591898,140.851,61798.7,0.0596905,143.945,61798.7,0.0630939,147.485,61798.7,0.0651479,150.482,61798.7,0.0658882,153.659,61798.7,0.0687456,157.007,61798.7,0.0700617,160.293,61798.7,0.0665927,165.132,61798.7,0.0584841,176.632
61999,0.0276315,113.627,61999,0.0383914,124.856,61999,0.0413132,127.665,61999,0.0439441,130.387,61999,0.0464988,133.276,61999,0.0485206,135.87,61999,0.0503051,138.351,61999,0.0525475,140.754,61999,0.0544214,143.718,61999,0.0552607,146.751,61999,0.0583303,150.355,61999,0.0595295,153.114,61999,0.0600624,155.691,61999,0.0626051,159.349,61999,0.0634742,162.411,61999,0.0602508,166.724,61999,0.0537395,177.023
62199.4,0.0265884,116.66,62199.4,0.0366879,127.318,62199.4,0.0393271,130.466,62199.4,0.0418746,133.675,62199.4,0.0444651,136.584,62199.4,0.0459719,138.948,62199.4,0.0472391,141.071,62199.4,0.04969,143.684,62199.4,0.0507653,146.45,62199.4,0.0515628,149.195,62199.4,0.0538278,152.999,62199.4,0.0547409,155.596,62199.4,0.0552475,158.091,62199.4,0.0569713,161.037,62199.4,0.0573421,164.122,62199.4,0.055083,168.011,62199.4,0.0494361,177.252
62399.7,0.0265718,118.956,62399.7,0.0357425,130.248,62399.7,0.0378609,133.333,62399.7,0.0401008,136.199,62399.7,0.0420499,138.597,62399.7,0.043478,141.578,62399.7,0.044229,144.058,62399.7,0.0465238,146.23,62399.7,0.0474668,148.761,62399.7,0.0479233,151.722,62399.7,0.0499165,155.173,62399.7,0.0505793,157.454,62399.7,0.0508118,159.637,62399.7,0.0523257,162.391,62399.7,0.0527751,165.19,62399.7,0.0503051,168.638,62399.7,0.0456047,177.533
62600,0.0259876,120.566,62600,0.0342476,132.855,62600,0.036124,135.556,62600,0.0380576,138.562,62600,0.0397551,141.063,62600,0.041213,143.582,62600,0.0418854,145.763,62600,0.0436389,148.803,62600,0.0443947,150.641,62600,0.0447488,153.517,62600,0.0464272,156.776,62600,0.0472379,159.119,62600,0.0471592,161.453,62600,0.0484896,164.108,62600,0.0487578,166.675,62600,0.0465465,169.559,62600,0.042547,177.664
62800.3,0.025208,122.44,62800.3,0.0325525,134.835,62800.3,0.0344229,138.29,62800.3,0.0364554,141.058,62800.3,0.0377882,143.453,62800.3,0.0388515,145.653,62800.3,0.0394976,147.843,62800.3,0.04071,150.491,62800.3,0.0416386,152.4,62800.3,0.0421143,155.382,62800.3,0.043422,158.659,62800.3,0.0438726,160.932,62800.3,0.0438368,162.764,62800.3,0.0450969,165.296,62800.3,0.0453007,167.788,62800.3,0.0433779,170.458,62800.3,0.0397086,177.919
63000.6,0.0246227,124.077,63000.6,0.0314975,136.931,63000.6,0.0332797,139.873,63000.6,0.0345325,143.167,63000.6,0.0359011,145.262,63000.6,0.0372076,147.825,63000.6,0.0374281,149.85,63000.6,0.0388253,152.017,63000.6,0.0394285,154.224,63000.6,0.0392056,157.078,63000.6,0.0407135,159.899,63000.6,0.0411773,162.109,63000.6,0.0410008,163.863,63000.6,0.0419295,166.219,63000.6,0.0421596,168.071,63000.6,0.0405121,170.874,63000.6,0.0372577,178.136
63201,0.0239873,126.428,63201,0.0300586,138.647,63201,0.0321162,141.878,63201,0.0330377,144.933,63201,0.0343502,146.566,63201,0.0350118,149.348,63201,0.0356233,151.768,63201,0.0367296,153.739,63201,0.0371099,155.876,63201,0.037353,158.336,63201,0.0380409,160.993,63201,0.0386,162.857,63201,0.0385368,164.816,63201,0.0394714,166.983,63201,0.0395477,169.268,63201,0.0380421,171.596,63201,0.035044,178.159
63401.3,0.0235331,127.977,63401.3,0.0290191,140.586,63401.3,0.0303435,143.59,63401.3,0.0317037,146.388,63401.3,0.0326085,148.788,63401.3,0.0335145,151.158,63401.3,0.0339305,153.353,63401.3,0.0348938,155.376,63401.3,0.0352621,157.485,63401.3,0.0350535,159.468,63401.3,0.0359726,162.258,63401.3,0.0363946,164.016,63401.3,0.0363302,165.616,63401.3,0.03685,167.904,63401.3,0.036968,169.727,63401.3,0.0358987,171.975,63401.3,0.0331461,178.391
63601.6,0.0228381,129.628,63601.6,0.0279653,141.545,63601.6,0.029217,145.045,63601.6,0.0302935,148.396,63601.6,0.0308752,150,63601.6,0.0317192,152.583,63601.6,0.0321305,154.539,63601.6,0.0329351,156.567,63601.6,0.0333023,158.587,63601.6,0.0333595,160.744,63601.6,0.0340104,163.403,63601.6,0.0343537,164.985,63601.6,0.0342786,166.574,63601.6,0.0346649,168.574,63601.6,0.0349057,170.258,63601.6,0.033747,172.358,63601.6,0.0313795,178.333
63801.9,0.0224245,131.029,63801.9,0.0268757,143.429,63801.9,0.0281739,146.576,63801.9,0.0290751,149.641,63801.9,0.0299537,152.052,63801.9,0.0303471,154.104,63801.9,0.0304639,155.364,63801.9,0.0314105,157.694,63801.9,0.0317717,159.869,63801.9,0.0314486,161.976,63801.9,0.0320816,164.033,63801.9,0.0328326,165.901,63801.9,0.0325084,167.223,63801.9,0.0329781,169.434,63801.9,0.0330019,171.067,63801.9,0.031985,172.809,63801.9,0.0298345,178.743
64002.2,0.0216961,133.389,64002.2,0.0260329,145.407,64002.2,0.0265455,148.486,64002.2,0.0276971,150.915,64002.2,0.0284719,152.733,64002.2,0.0290823,155.193,64002.2,0.0292563,156.844,64002.2,0.0299251,158.579,64002.2,0.0301874,160.113,64002.2,0.0302279,162.545,64002.2,0.0305462,164.971,64002.2,0.0309849,166.812,64002.2,0.030849,167.79,64002.2,0.0312185,169.688,64002.2,0.0313663,171.728,64002.2,0.0302839,173.163,64002.2,0.0282133,178.819
64202.6,0.0211227,133.753,64202.6,0.0250041,146.694,64202.6,0.0261343,149.722,64202.6,0.0264823,151.905,64202.6,0.0274777,154.413,64202.6,0.027765,155.899,64202.6,0.0278282,158.13,64202.6,0.0284421,159.852,64202.6,0.0287104,161.633,64202.6,0.0286746,163.506,64202.6,0.029211,165.715,64202.6,0.0293374,167.146,64202.6,0.0291014,168.232,64202.6,0.0299478,170.322,64202.6,0.0296891,171.927,64202.6,0.0288534,173.781,64202.6,0.0270343,179.132
64402.9,0.0206327,136.013,64402.9,0.0241911,147.993,64402.9,0.0248766,151.29,64402.9,0.0256181,153.218,64402.9,0.0260508,155.256,64402.9,0.0265431,157.829,64402.9,0.026859,159.163,64402.9,0.027256,160.76,64402.9,0.0274718,162.432,64402.9,0.0272286,163.984,64402.9,0.0279415,166.214,64402.9,0.0282729,167.562,64402.9,0.0278771,169.433,64402.9,0.0282705,170.864,64402.9,0.0284958,172.399,64402.9,0.0276041,174.123,64402.9,0.0258064,178.868
64603.2,0.0201154,137.184,64603.2,0.0234079,149.138,64603.2,0.0239253,151.997,64603.2,0.0243592,153.845,64603.2,0.0251555,156.274,64603.2,0.0253808,158.427,64603.2,0.0257361,159.914,64603.2,0.0259721,161.388,64603.2,0.0262487,163.95,64603.2,0.0264001,164.73,64603.2,0.0266623,167.27,64603.2,0.0268221,168.002,64603.2,0.0265539,169.708,64603.2,0.0269616,171.492,64603.2,0.0269568,172.709,64603.2,0.0262117,174.485,64603.2,0.0247121,178.859
64803.5,0.0194681,137.996,64803.5,0.0225794,149.854,64803.5,0.0230598,152.795,64803.5,0.0237739,155.135,64803.5,0.0242817,156.734,64803.5,0.0243735,159.018,64803.5,0.0245154,160.966,64803.5,0.0251281,162.308,64803.5,0.0251985,164.168,64803.5,0.024997,165.667,64803.5,0.0254989,167.224,64803.5,0.025692,168.828,64803.5,0.0255346,169.791,64803.5,0.02563,171.464,64803.5,0.025878,173.06,64803.5,0.0250912,174.93,64803.5,0.0237191,179.154
65003.8,0.0189984,139.417,65003.8,0.0217152,150.927,65003.8,0.0225258,154.474,65003.8,0.0230277,155.989,65003.8,0.0231659,158.364,65003.8,0.02334,159.787,65003.8,0.0237393,161.372,65003.8,0.0240886,162.781,65003.8,0.0242078,164.588,65003.8,0.024178,166.309,65003.8,0.024451,168.387,65003.8,0.0246096,169.708,65003.8,0.0245667,170.544,65003.8,0.0248921,171.917,65003.8,0.0247443,173.26,65003.8,0.0240088,175.029,65003.8,0.0226653,179.169
65204.2,0.0185072,140.299,65204.2,0.0210464,152.779,65204.2,0.0215065,154.613,65204.2,0.0220001,157.316,65204.2,0.0225425,159.225,65204.2,0.022589,160.896,65204.2,0.0227618,162.116,65204.2,0.0230765,163.832,65204.2,0.0232673,165.199,65204.2,0.0232935,167.034,65204.2,0.0233543,168.86,65204.2,0.023526,169.691,65204.2,0.0235009,170.965,65204.2,0.0235832,172.651,65204.2,0.0236642,173.265,65204.2,0.0231647,175.026,65204.2,0.0219011,179.034
65404.5,0.01809,141.513,65404.5,0.0205469,153.15,65404.5,0.020982,155.617,65404.5,0.0212049,158.011,65404.5,0.021652,160.253,65404.5,0.0217617,162.116,65404.5,0.0219786,163.128,65404.5,0.0222528,164.25,65404.5,0.0225151,165.993,65404.5,0.0223541,167.434,65404.5,0.0225902,168.851,65404.5,0.0226486,169.877,65404.5,0.0225472,171.211,65404.5,0.0227213,172.379,65404.5,0.0226974,174.171,65404.5,0.0222361,175.279,65404.5,0.0210297,179.6
65604.8,0.0175822,142.918,65604.8,0.0198615,153.946,65604.8,0.0201714,156.299,65604.8,0.0205767,159.03,65604.8,0.0209343,160.346,65604.8,0.0210536,162.202,65604.8,0.0212252,164.001,65604.8,0.0215638,165.291,65604.8,0.021683,166.805,65604.8,0.0214994,167.727,65604.8,0.0219107,169.638,65604.8,0.0217843,170.73,65604.8,0.0216424,171.802,65604.8,0.0217772,173.161,65604.8,0.0219846,174.119,65604.8,0.0212872,176.059,65604.8,0.0203633,179.173
65805.1,0.0172126,144.319,65805.1,0.01917,154.812,65805.1,0.0195491,157.485,65805.1,0.0198019,159.733,65805.1,0.0200725,161.007,65805.1,0.0203061,162.745,65805.1,0.0205314,164.268,65805.1,0.0206852,165.829,65805.1,0.0207961,167.031,65805.1,0.0204372,168.082,65805.1,0.0208557,170.101,65805.1,0.0210059,171.098,65805.1,0.0207722,171.893,65805.1,0.0210392,173.482,65805.1,0.0213099,174.333,65805.1,0.02056,175.713,65805.1,0.0196421,179.624
66005.4,0.0168395,144.661,66005.4,0.0184476,155.331,66005.4,0.0189245,158.364,66005.4,0.0193381,159.684,66005.4,0.0194323,162.213,66005.4,0.0196779,163.163,66005.4,0.0197768,164.505,66005.4,0.0198448,166.713,66005.4,0.0199783,167.717,66005.4,0.019871,168.284,66005.4,0.0202382,170.328,66005.4,0.0202334,171.35,66005.4,0.0200534,172.72,66005.4,0.0203359,173.553,66005.4,0.0202405,174.773,66005.4,0.0197732,175.768,66005.4,0.0189805,179.465
66205.8,0.0165844,146.064,66205.8,0.0181961,156.123,66205.8,0.0184309,158.697,66205.8,0.0186431,160.518,66205.8,0.0188673,162.789,66205.8,0.0188446,164.425,66205.8,0.0188696,165.538,66205.8,0.0193214,166.53,66205.8,0.0193703,167.552,66205.8,0.0191891,169.002,66205.8,0.0193954,170.413,66205.8,0.0196576,171.487,66205.8,0.0195312,172.265,66205.8,0.0196481,173.61,66205.8,0.019604,174.577,66205.8,0.0190067,175.936,66205.8,0.0182593,179.586
66406.1,0.0159454,146.879,66406.1,0.0175011,156.992,66406.1,0.0178611,159.736,66406.1,0.018115,161.033,66406.1,0.018214,163.249,66406.1,0.0184774,164.524,66406.1,0.0184453,165.885,66406.1,0.018512,167.196,66406.1,0.0187862,168.083,66406.1,0.0186098,169.288,66406.1,0.0189173,171.352,66406.1,0.0188863,172.367,66406.1,0.018729,172.917,66406.1,0.0188875,174.359,66406.1,0.0190306,174.969,66406.1,0.0185871,176.018,66406.1,0.0177944,179.758
66606.4,0.0154662,148.055,66606.4,0.0169492,157.781,66606.4,0.0171614,160.22,66606.4,0.0175083,162.243,66606.4,0.0176442,163.362,66606.4,0.0179756,165.127,66606.4,0.0178301,166.732,66606.4,0.0181961,168.174,66606.4,0.0179183,169.061,66606.4,0.0181031,169.509,66606.4,0.0183022,171.582,66606.4,0.0184298,172.193,66606.4,0.0181878,173.397,66606.4,0.018295,174.349,66606.4,0.0183523,175.155,66606.4,0.0177908,176.528,66606.4,0.0172138,179.572
66806.7,0.0151622,148.864,66806.7,0.016458,158.727,66806.7,0.0167572,160.487,66806.7,0.0170791,162.496,66806.7,0.0172102,163.894,66806.7,0.0171924,165.627,66806.7,0.0173128,166.789,66806.7,0.0175297,168.15,66806.7,0.017513,168.713,66806.7,0.0174832,170.156,66806.7,0.017693,171.111,66806.7,0.0177455,172.811,66806.7,0.0176048,173.434,66806.7,0.0176954,174.574,66806.7,0.0178552,175.883,66806.7,0.017345,176.68,66806.7,0.0167227,179.728
67007.1,0.0147676,150.363,67007.1,0.0160623,159.519,67007.1,0.0162578,161.695,67007.1,0.0165534,162.397,67007.1,0.016818,164.773,67007.1,0.0168777,165.687,67007.1,0.0167322,166.933,67007.1,0.0168979,168.17,67007.1,0.0169659,169.492,67007.1,0.0169671,170.219,67007.1,0.0172043,172.015,67007.1,0.0172377,173.497,67007.1,0.0170231,173.152,67007.1,0.0171602,175.092,67007.1,0.0172496,175.286,67007.1,0.0169814,176.561,67007.1,0.0162137,179.504
