NN_N100_3_0001Freq_Towd,NN_N100_3_0001AmpV_Towd,NN_N100_3_0001Phase_Towd,NN_N100_3_0003Freq_Towd,NN_N100_3_0003AmpV_Towd,NN_N100_3_0003Phase_Towd,NN_N100_3_0005Freq_Towd,NN_N100_3_0005AmpV_Towd,NN_N100_3_0005Phase_Towd,NN_N100_3_0007Freq_Towd,NN_N100_3_0007AmpV_Towd,NN_N100_3_0007Phase_Towd,NN_N100_3_0009Freq_Towd,NN_N100_3_0009AmpV_Towd,NN_N100_3_0009Phase_Towd,NN_N100_3_0011Freq_Towd,NN_N100_3_0011AmpV_Towd,NN_N100_3_0011Phase_Towd,NN_N100_3_0013Freq_Towd,NN_N100_3_0013AmpV_Towd,NN_N100_3_0013Phase_Towd,NN_N100_3_0015Freq_Towd,NN_N100_3_0015AmpV_Towd,NN_N100_3_0015Phase_Towd,NN_N100_3_0017Freq_Towd,NN_N100_3_0017AmpV_Towd,NN_N100_3_0017Phase_Towd,NN_N100_3_0019Freq_Towd,NN_N100_3_0019AmpV_Towd,NN_N100_3_0019Phase_Towd,NN_N100_3_0021Freq_Towd,NN_N100_3_0021AmpV_Towd,NN_N100_3_0021Phase_Towd,NN_N100_3_0023Freq_Towd,NN_N100_3_0023AmpV_Towd,NN_N100_3_0023Phase_Towd,NN_N100_3_0025Freq_Towd,NN_N100_3_0025AmpV_Towd,NN_N100_3_0025Phase_Towd,NN_N100_3_0027Freq_Towd,NN_N100_3_0027AmpV_Towd,NN_N100_3_0027Phase_Towd,NN_N100_3_0029Freq_Towd,NN_N100_3_0029AmpV_Towd,NN_N100_3_0029Phase_Towd,NN_N100_3_0031Freq_Towd,NN_N100_3_0031AmpV_Towd,NN_N100_3_0031Phase_Towd,NN_N100_3_0033Freq_Towd,NN_N100_3_0033AmpV_Towd,NN_N100_3_0033Phase_Towd
424579,0.000889301,33.2375,424579,0.00082016,38.6613,424579,0.000926256,38.2975,424579,0.000754595,29.1818,424579,0.000859499,26.2295,424579,0.000814199,30.4952,424579,0.000796318,30.6604,424579,0.000910759,28.5375,424579,0.000905991,31.4902,424579,0.000776052,27.8091,424579,0.000823736,31.3395,424579,0.000705719,31.0152,424579,0.000772476,36.3918,424579,0.000892878,29.9482,424579,0.000762939,36.278,424579,0.000710487,31.5929,424579,0.000770092,28.0578
424780,0.000858307,43.4895,424780,0.000889301,31.9602,424780,0.000870228,24.9302,424780,0.000870228,36.2918,424780,0.000830889,29.4204,424780,0.000796318,25.8158,424780,0.000840425,30.1905,424780,0.000783205,45.2452,424780,0.00079751,35.175,424780,0.000823736,33.4285,424780,0.000858307,31.1897,424780,0.000821352,27.668,424780,0.000885725,32.7441,424780,0.000853539,37.2689,424780,0.000787973,26.3135,424780,0.000846386,35.2918,424780,0.000841618,31.6805
424980,0.000829697,26.2169,424980,0.000829697,34.456,424980,0.00079751,28.7765,424980,0.000902414,28.6576,424980,0.00079751,33.6557,424980,0.000798702,27.4688,424980,0.000889301,26.1721,424980,0.000751019,31.8102,424980,0.000818968,26.2491,424980,0.000796318,30.086,424980,0.000817776,28.1587,424980,0.00090003,36.5846,424980,0.000878572,31.9181,424980,0.000792742,31.0282,424980,0.000865459,30.6196,424980,0.000879765,31.4247,424980,0.000755787,35.73
425180,0.000855923,23.8642,425180,0.000728369,33.3117,425180,0.000903606,27.3997,425180,0.000874996,27.3214,425180,0.000787973,33.0788,425180,0.000834465,32.8653,425180,0.000771284,27.4992,425180,0.000790358,31.3096,425180,0.000822544,30.272,425180,0.00079155,32.005,425180,0.00087142,30.0981,425180,0.000730753,31.5271,425180,0.000762939,31.0447,425180,0.000846386,28.2902,425180,0.000705719,30.5339,425180,0.000851154,39.236,425180,0.000783205,32.3276
425380,0.000785589,36.5208,425380,0.000799894,31.8058,425380,0.000813007,29.5998,425380,0.000853539,32.9065,425380,0.000840425,28.9902,425380,0.000885725,33.6414,425380,0.00079751,31.9237,425380,0.000832081,32.2938,425380,0.00092268,33.358,425380,0.000783205,25.0195,425380,0.000865459,32.6772,425380,0.000708103,35.327,425380,0.00079751,31.4976,425380,0.000835657,26.5859,425380,0.000793934,32.2699,425380,0.000823736,35.3804,425380,0.000927448,36.9905
425581,0.000789165,25.5386,425581,0.000780821,27.8417,425581,0.000783205,28.305,425581,0.000866652,26.1967,425581,0.000905991,39.8577,425581,0.000752211,30.2507,425581,0.000936985,37.5993,425581,0.000693798,26.9838,425581,0.000866652,24.1789,425581,0.000785589,30.7901,425581,0.000759363,27.5536,425581,0.00084281,38.0322,425581,0.000779629,28.0014,425581,0.000823736,30.4869,425581,0.000840425,30.7756,425581,0.000829697,28.4683,425581,0.00082016,32.5971
425781,0.000827312,33.9553,425781,0.000737906,36.7733,425781,0.00074625,31.6733,425781,0.000858307,30.0437,425781,0.000827312,26.8083,425781,0.000711679,34.1792,425781,0.000754595,33.777,425781,0.000807047,36.3285,425781,0.000822544,37.4984,425781,0.000734329,36.2527,425781,0.000801086,32.3575,425781,0.000816584,32.7318,425781,0.000787973,33.3908,425781,0.00082016,33.3117,425781,0.000790358,26.1205,425781,0.000773668,30.6653,425781,0.000773668,35.1431
425981,0.000787973,27.2465,425981,0.000840425,35.9306,425981,0.00089407,29.2558,425981,0.000772476,30.3472,425981,0.000883341,30.2286,425981,0.000710487,21.4019,425981,0.000673532,30.217,425981,0.000772476,34.1675,425981,0.000816584,36.5521,425981,0.000772476,29.085,425981,0.000816584,27.9368,425981,0.000766516,33.7761,425981,0.000846386,25.3187,425981,0.000779629,30.0817,425981,0.000845194,33.4131,425981,0.0007689,28.2985,425981,0.000716448,25.9022
426182,0.000773668,19.7018,426182,0.000807047,32.6245,426182,0.000805855,23.5033,426182,0.0007689,23.3539,426182,0.000765324,26.7461,426182,0.000685453,30.9645,426182,0.000767708,38.6734,426182,0.000737906,26.1703,426182,0.000785589,36.3482,426182,0.000798702,32.1866,426182,0.000760555,29.9219,426182,0.000748634,36.9023,426182,0.000767708,35.3043,426182,0.000863075,31.5138,426182,0.000902414,30.8948,426182,0.000745058,25.3918,426182,0.000705719,30.7992
426382,0.000779629,30.4729,426382,0.000765324,26.3059,426382,0.000733137,35.8429,426382,0.000828505,26.7338,426382,0.000798702,28.8854,426382,0.000854731,27.8404,426382,0.000847578,29.4066,426382,0.000748634,36.5026,426382,0.000712872,33.2492,426382,0.000860691,39.1925,426382,0.000863075,33.3758,426382,0.000832081,29.9707,426382,0.000852346,31.9058,426382,0.000860691,34.3857,426382,0.00074029,32.9602,426382,0.00082016,31.5125,426382,0.000796318,30.4691
426582,0.000802279,25.1334,426582,0.000870228,29.9622,426582,0.000780821,32.9765,426582,0.000764132,25.1819,426582,0.00074029,32.5007,426582,0.000885725,23.5373,426582,0.000668764,33.4446,426582,0.000816584,30.525,426582,0.000703335,34.2105,426582,0.000770092,33.7758,426582,0.000716448,33.9118,426582,0.000798702,25.8956,426582,0.000787973,35.1908,426582,0.000783205,29.4413,426582,0.000753403,34.8798,426582,0.000759363,33.0795,426582,0.000846386,34.7771
426783,0.000716448,26.5003,426783,0.000821352,23.0371,426783,0.000960827,33.7662,426783,0.000765324,28.068,426783,0.000817776,32.3863,426783,0.000792742,28.8669,426783,0.000872612,37.4328,426783,0.000795126,26.7784,426783,0.000870228,33.944,426783,0.000822544,34.8989,426783,0.000817776,40.5945,426783,0.000789165,26.4693,426783,0.000818968,40.8915,426783,0.000796318,35.7219,426783,0.000745058,30.5739,426783,0.000720024,32.914,426783,0.000776052,28.5972
426983,0.000792742,34.3233,426983,0.0007689,31.1662,426983,0.000919104,29.3525,426983,0.000762939,29.555,426983,0.000714064,32.5883,426983,0.000764132,26.7865,426983,0.000745058,36.0616,426983,0.000745058,24.4465,426983,0.000811815,35.4264,426983,0.000817776,31.9709,426983,0.000863075,25.8406,426983,0.00067234,38.1976,426983,0.000722408,34.2241,426983,0.000756979,35.0499,426983,0.000741482,30.3032,426983,0.000725985,34.0909,426983,0.000844002,30.6514
427183,0.000650883,30.116,427183,0.000761747,25.4209,427183,0.000814199,26.8119,427183,0.000762939,25.5021,427183,0.000882149,39.7697,427183,0.000756979,28.8919,427183,0.000892878,39.068,427183,0.00077486,29.9411,427183,0.000815392,35.4659,427183,0.000813007,33.3314,427183,0.000745058,31.1087,427183,0.0007236,35.6602,427183,0.000933409,30.9861,427183,0.000840425,20.7345,427183,0.000790358,30.1096,427183,0.000790358,27.6714,427183,0.000753403,34.8798
427384,0.000710487,25.7235,427384,0.000872612,27.1821,427384,0.000840425,33.5469,427384,0.000708103,38.0731,427384,0.000700951,32.918,427384,0.000786781,31.9956,427384,0.000798702,29.0767,427384,0.000751019,34.0541,427384,0.000776052,36.6039,427384,0.000772476,29.6784,427384,0.00074625,30.9358,427384,0.000783205,27.4465,427384,0.000771284,36.373,427384,0.000813007,32.6107,427384,0.000708103,35.327,427384,0.000706911,26.9748,427384,0.000824928,35.2848
427584,0.000728369,22.6702,427584,0.00062108,29.8863,427584,0.000845194,29.9579,427584,0.000721216,28.4122,427584,0.000796318,28.7765,427584,0.000703335,33.7268,427584,0.000647306,24.6467,427584,0.000753403,31.2631,427584,0.000729561,37.6844,427584,0.000832081,36.182,427584,0.000742674,34.0066,427584,0.000789165,34.5181,427584,0.000679493,23.2016,427584,0.000704527,32.6265,427584,0.000782013,27.9966,427584,0.000728369,30.8701,427584,0.000749826,36.9023
427784,0.000795126,31.1312,427784,0.000846386,28.3232,427784,0.000845194,24.1183,427784,0.000847578,30.3074,427784,0.00079751,29.6178,427784,0.000874996,33.5539,427784,0.000795126,32.7513,427784,0.000844002,37.5305,427784,0.000873804,30.1266,427784,0.000847578,30.7774,427784,0.000817776,26.4362,427784,0.000755787,33.6516,427784,0.000721216,31.2586,427784,0.000824928,28.9965,427784,0.000752211,35.7621,427784,0.000683069,28.288,427784,0.000703335,29.5001
427985,0.000649691,26.0193,427985,0.000743866,29.0136,427985,0.000678301,29.6145,427985,0.000681877,33.4499,427985,0.000629425,34.8682,427985,0.000805855,35.4155,427985,0.000783205,30.849,427985,0.00082612,36.1282,427985,0.000709295,21.222,427985,0.000693798,22.3837,427985,0.000745058,27.7374,427985,0.000811815,25.831,427985,0.000874996,32.9266,427985,0.000816584,33.4951,427985,0.000767708,36.5304,427985,0.000756979,32.7773,427985,0.000692606,35.1728
428185,0.000705719,33.2713,428185,0.000724792,34.7967,428185,0.000777245,34.626,428185,0.000755787,32.9509,428185,0.000743866,35.9134,428185,0.000698566,31.4512,428185,0.00069499,32.8014,428185,0.00058651,31.1783,428185,0.00074029,35.284,428185,0.000655651,31.766,428185,0.00071764,24.7937,428185,0.000756979,33.1776,428185,0.000784397,36.1382,428185,0.00067234,27.2683,428185,0.000783205,34.3789,428185,0.000751019,33.1216,428185,0.000727177,23.9317
428385,0.00074625,27.8999,428385,0.000685453,24.2138,428385,0.000709295,33.5402,428385,0.000759363,38.2817,428385,0.000739098,35.5941,428385,0.000779629,31.4942,428385,0.000737906,30.2833,428385,0.000708103,28.7474,428385,0.000709295,32.5004,428385,0.000714064,31.3428,428385,0.000698566,29.0375,428385,0.000711679,29.8129,428385,0.000691414,26.7189,428385,0.000838041,28.3785,428385,0.000779629,37.2164,428385,0.000892878,29.9482,428385,0.00069499,30.0211
428586,0.000743866,39.8289,428586,0.000731945,31.6066,428586,0.000756979,30.7972,428586,0.000636578,27.1633,428586,0.000846386,28.5039,428586,0.000641346,33.9328,428586,0.000729561,31.6249,428586,0.000773668,34.8259,428586,0.000833273,34.9742,428586,0.000748634,29.1649,428586,0.000795126,27.0867,428586,0.000656843,31.2483,428586,0.000828505,24.3309,428586,0.000795126,30.8218,428586,0.000715256,28.5555,428586,0.000751019,28.7486,428586,0.00074625,28.8805
428786,0.000710487,20.5773,428786,0.000815392,31.8463,428786,0.000823736,34.7836,428786,0.000705719,27.7574,428786,0.000762939,31.8897,428786,0.00079155,24.8052,428786,0.000759363,38.352,428786,0.000771284,37.2552,428786,0.000715256,29.789,428786,0.000604391,28.766,428786,0.000792742,35.2036,428786,0.000737906,27.4992,428786,0.000698566,32.942,428786,0.000798702,30.4995,428786,0.00068903,34.7125,428786,0.000783205,21.2919,428786,0.000686646,32.5991
428986,0.000786781,29.2707,428986,0.000693798,32.0103,428986,0.000892878,33.3456,428986,0.000779629,38.0883,428986,0.000776052,29.8973,428986,0.000693798,25.5256,428986,0.000731945,33.1075,428986,0.000782013,35.0064,428986,0.000787973,33.0788,428986,0.000709295,34.0201,428986,0.000674725,31.9345,428986,0.000735521,36.4767,428986,0.000765324,37.6318,428986,0.000813007,27.8668,428986,0.000693798,38.825,428986,0.000839233,31.0405,428986,0.000737906,37.2341
429187,0.000674725,27.1755,429187,0.0007236,30.691,429187,0.000745058,31.2347,429187,0.000779629,23.5594,429187,0.00079155,27.0507,429187,0.00074029,29.525,429187,0.000673532,33.6425,429187,0.00074029,32.5784,429187,0.000668764,32.3983,429187,0.000677109,35.9582,429187,0.000787973,28.9584,429187,0.000748634,30.2637,429187,0.000649691,30.1688,429187,0.000736713,27.6244,429187,0.00066638,34.8605,429187,0.000703335,24.1878,429187,0.000730753,31.5271
429387,0.000699759,33.8887,429387,0.000656843,25.9805,429387,0.000754595,30.6879,429387,0.000685453,30.0744,429387,0.000762939,35.832,429387,0.000684261,30.6056,429387,0.000721216,30.9174,429387,0.000731945,34.5016,429387,0.000880957,28.6704,429387,0.000743866,26.7094,429387,0.0007236,34.8504,429387,0.000660419,33.8699,429387,0.00079155,37.0745,429387,0.000784397,35.2197,429387,0.000803471,26.8911,429387,0.000833273,33.7949,429387,0.000730753,34.0888
429587,0.000693798,25.4364,429587,0.00077486,30.6203,429587,0.000745058,29.299,429587,0.000776052,22.7487,429587,0.000772476,31.8635,429587,0.000727177,28.9022,429587,0.000710487,24.9893,429587,0.000671148,25.3999,429587,0.000752211,32.6956,429587,0.000731945,35.2262,429587,0.000704527,27.2818,429587,0.000662804,36.2655,429587,0.00067234,30.685,429587,0.000730753,30.2294,429587,0.000656843,37.6056,429587,0.000799894,40.0683,429587,0.000698566,32.5901
429788,0.000762939,28.6323,429788,0.00077486,29.7444,429788,0.000654459,35.7177,429788,0.000790358,33.8466,429788,0.000684261,33.0356,429788,0.000716448,35.628,429788,0.000674725,38.4353,429788,0.000705719,32.8705,429788,0.000742674,36.701,429788,0.000702143,28.5928,429788,0.00069499,33.7268,429788,0.000735521,31.4607,429788,0.000642538,30.3971,429788,0.000823736,31.4533,429788,0.000587702,37.2959,429788,0.000700951,36.747,429788,0.000593662,31.6885
429988,0.000685453,25.1994,429988,0.000712872,26.8007,429988,0.000782013,35.1276,429988,0.00077486,30.4548,429988,0.000692606,28.9314,429988,0.000644922,40.0849,429988,0.00066638,34.2083,429988,0.000593662,28.8051,429988,0.000698566,33.1588,429988,0.000631809,32.4083,429988,0.000756979,34.0765,429988,0.000700951,26.1051,429988,0.000674725,35.7722,429988,0.0007689,35.3255,429988,0.00079155,35.4227,429988,0.000690222,36.9811,429988,0.000729561,42.8307
430188,0.000739098,27.3316,430188,0.0007236,29.2501,430188,0.000804663,26.6621,430188,0.000756979,32.7773,430188,0.000716448,21.8317,430188,0.000706911,27.8431,430188,0.000836849,26.2566,430188,0.00071764,27.184,430188,0.000762939,32.8846,430188,0.000729561,40.9848,430188,0.000734329,41.2732,430188,0.00071764,25.8605,430188,0.000742674,27.617,430188,0.000650883,22.3439,430188,0.000718832,31.8301,430188,0.000706911,37.4995,430188,0.000706911,40.7881
430388,0.000745058,32.7114,430388,0.000741482,32.3736,430388,0.000729561,34.7904,430388,0.000673532,22.9877,430388,0.000628233,28.9263,430388,0.000641346,38.1743,430388,0.00079751,33.6557,430388,0.00063777,29.4182,430388,0.000711679,25.6818,430388,0.000752211,31.1077,430388,0.000656843,35.0787,430388,0.000832081,30.8577,430388,0.000733137,39.8882,430388,0.000702143,28.8958,430388,0.000816584,38.2843,430388,0.000680685,38.0798,430388,0.000743866,24.6452
430589,0.000685453,26.1837,430589,0.000731945,30.9826,430589,0.000736713,25.5468,430589,0.000704527,32.6787,430589,0.000692606,35.6641,430589,0.000696182,30.41,430589,0.000536442,27.8378,430589,0.000751019,34.7083,430589,0.000684261,34.1138,430589,0.000677109,30.8777,430589,0.000647306,25.5926,430589,0.000658035,39.8818,430589,0.000612736,27.0355,430589,0.000683069,30.0744,430589,0.000780821,32.9765,430589,0.000741482,33.8542,430589,0.000646114,39.0484
430789,0.000720024,32.8858,430789,0.000715256,27.3566,430789,0.000692606,26.232,430789,0.000633001,38.2345,430789,0.00063777,32.0982,430789,0.000544786,32.1613,430789,0.000734329,37.6445,430789,0.000610352,28.1919,430789,0.000705719,34.7434,430789,0.000780821,26.9788,430789,0.000631809,38.9894,430789,0.000711679,31.1468,430789,0.00074029,28.4476,430789,0.000702143,27.1531,430789,0.000745058,35.4026,430789,0.000742674,40.0163,430789,0.000693798,24.4623
430989,0.000722408,30.1878,430989,0.000681877,31.6171,430989,0.000739098,30.0638,430989,0.000638962,27.6896,430989,0.000678301,34.312,430989,0.000665188,32.5314,430989,0.000631809,31.1837,430989,0.000697374,28.342,430989,0.000661612,33.5269,430989,0.000802279,35.0695,430989,0.000786781,36.0552,430989,0.000801086,31.7437,430989,0.000733137,42.7099,430989,0.000779629,31.9302,430989,0.000669956,21.5868,430989,0.000739098,30.3166,430989,0.000705719,46.9
431190,0.000733137,29.0488,431190,0.000693798,23.0593,431190,0.000749826,29.1205,431190,0.000725985,30.934,431190,0.000753403,37.3901,431190,0.000756979,32.0034,431190,0.000648499,28.9928,431190,0.000835657,26.2193,431190,0.000656843,29.7126,431190,0.000667572,31.5428,431190,0.000762939,27.5088,431190,0.000782013,31.6433,431190,0.000605583,36.9697,431190,0.000706911,33.2991,431190,0.000674725,36.9225,431190,0.000810623,31.7648,431190,0.000641346,32.9893
431390,0.000760555,31.2141,431390,0.00067234,36.9023,431390,0.000703335,37.8879,431390,0.000647306,25.1196,431390,0.000742674,22.3632,431390,0.000762939,34.9912,431390,0.000722408,35.4523,431390,0.00067234,30.9115,431390,0.000745058,38.1452,431390,0.000699759,32.5377,431390,0.000683069,25.69,431390,0.000712872,30.6697,431390,0.000721216,38.8638,431390,0.000749826,29.2002,431390,0.000653267,24.2892,431390,0.000728369,31.9322,431390,0.000756979,32.5008
431590,0.000659227,38.9448,431590,0.000710487,31.4105,431590,0.000634193,39.7741,431590,0.000674725,26.2222,431590,0.000708103,29.7413,431590,0.000721216,29.9419,431590,0.000680685,34.6427,431590,0.000737906,38.4139,431590,0.000650883,37.0068,431590,0.000665188,29.7644,431590,0.000784397,35.0278,431590,0.000737906,39.7817,431590,0.00063777,31.0538,431590,0.000624657,32.7588,431590,0.000624657,34.7244,431590,0.000686646,38.0696,431590,0.000720024,33.6481
431791,0.000684261,25.423,431791,0.000709295,39.5839,431791,0.000730753,28.2208,431791,0.000677109,41.666,431791,0.000556707,32.0286,431791,0.000660419,28.0691,431791,0.000669956,29.8278,431791,0.000633001,28.9067,431791,0.000633001,44.6214,431791,0.000654459,23.3529,431791,0.000710487,34.3917,431791,0.00074625,39.5839,431791,0.000770092,40.1337,431791,0.000720024,32.675,431791,0.000607967,43.5788,431791,0.000650883,34.8306,431791,0.00066638,40.2461
431991,0.000709295,29.6935,431991,0.000696182,27.1574,431991,0.000736713,27.0015,431991,0.000653267,36.0693,431991,0.00079155,32.197,431991,0.000650883,34.3076,431991,0.000758171,37.0461,431991,0.000596046,25.9184,431991,0.000641346,33.6089,431991,0.000724792,25.5723,431991,0.000668764,28.2318,431991,0.000711679,37.017,431991,0.000630617,30.6643,431991,0.000786781,37.2829,431991,0.000739098,35.9261,431991,0.000629425,32.5244,431991,0.000729561,35.6704
432191,0.000584126,27.7407,432191,0.000613928,36.6808,432191,0.000634193,38.0176,432191,0.00079751,35.9107,432191,0.000733137,41.0033,432191,0.000754595,34.503,432191,0.000705719,30.5831,432191,0.000691414,22.0543,432191,0.000655651,32.5157,432191,0.000716448,36.5988,432191,0.000690222,22.9406,432191,0.000693798,32.5831,432191,0.000668764,34.9694,432191,0.000691414,29.5075,432191,0.000687838,32.6826,432191,0.000662804,40.2881,432191,0.000683069,40.3515
432392,0.000762939,25.7417,432392,0.000755787,30.8435,432392,0.000646114,28.2928,432392,0.000652075,38.8012,432392,0.00074625,38.1044,432392,0.000612736,30.7311,432392,0.000635386,27.2618,432392,0.000697374,25.3564,432392,0.000690222,37.3167,432392,0.000647306,30.2748,432392,0.000658035,27.7022,432392,0.000764132,35.7075,432392,0.000729561,46.1179,432392,0.000711679,36.3854,432392,0.000593662,29.0068,432392,0.000668764,33.0478,432392,0.000677109,29.6644
432592,0.000609159,36.0534,432592,0.000767708,26.6658,432592,0.000756979,40.3002,432592,0.000622272,29.8317,432592,0.000705719,34.8777,432592,0.000627041,26.9285,432592,0.000684261,34.9137,432592,0.00074625,23.8298,432592,0.000668764,23.8346,432592,0.000720024,38.9823,432592,0.000715256,23.4036,432592,0.000654459,32.5717,432592,0.000663996,26.8626,432592,0.000749826,28.5081,432592,0.000646114,27.1078,432592,0.000618696,30.6004,432592,0.000669956,32.3438
432792,0.000594854,31.0576,432792,0.000703335,30.982,432792,0.000729561,28.2651,432792,0.000699759,35.5614,432792,0.000548363,42.902,432792,0.000658035,28.9133,432792,0.000761747,35.4377,432792,0.000619888,30.1469,432792,0.000633001,39.9936,432792,0.000687838,29.172,432792,0.000656843,35.9702,432792,0.000646114,31.9408,432792,0.000668764,32.5391,432792,0.000669956,35.4191,432792,0.000773668,39.4012,432792,0.000662804,52.482,432792,0.000667572,35.3709
432993,0.000581741,30.3745,432993,0.000646114,29.5275,432993,0.000654459,33.6979,432993,0.000696182,28.9135,432993,0.00058651,38.85,432993,0.000543594,37.4773,432993,0.000576973,31.2016,432993,0.00074625,33.6508,432993,0.000712872,30.8835,432993,0.000724792,35.2125,432993,0.00062108,31.2622,432993,0.00056386,28.7555,432993,0.000752211,31.9166,432993,0.000714064,27.1862,432993,0.000681877,36.663,432993,0.00067234,38.7818,432993,0.000647306,30.3658
433193,0.000709295,34.2331,433193,0.00063777,26.8742,433193,0.000591278,33.9508,433193,0.000653267,36.798,433193,0.000728369,34.3233,433193,0.000641346,27.0635,433193,0.000554323,32.8753,433193,0.000721216,38.7167,433193,0.000641346,32.6057,433193,0.000703335,31.5479,433193,0.000619888,33.4524,433193,0.00071764,29.1035,433193,0.000671148,30.0924,433193,0.000733137,28.9671,433193,0.000767708,31.7307,433193,0.000710487,41.0151,433193,0.000730753,31.6555
433393,0.000553131,29.6852,433393,0.000758171,26.7879,433393,0.000625849,29.6688,433393,0.000718832,27.3537,433393,0.000625849,28.8835,433393,0.000698566,35.0518,433393,0.000760555,26.8278,433393,0.000629425,31.352,433393,0.000716448,32.1426,433393,0.000724792,38.6872,433393,0.000741482,37.3249,433393,0.00069499,32.4475,433393,0.000711679,33.7268,433393,0.000679493,34.1162,433393,0.000663996,35.1791,433393,0.000636578,33.2809,433393,0.000660419,27.8375
433594,0.000680685,38.6404,433594,0.000663996,33.1294,433594,0.000667572,32.3121,433594,0.000638962,23.2298,433594,0.000697374,29.9231,433594,0.000627041,39.7873,433594,0.000705719,24.5426,433594,0.000716448,38.1382,433594,0.000656843,32.0856,433594,0.000581741,35.6406,433594,0.000644922,36.2479,433594,0.00067234,24.7158,433594,0.000725985,34.0909,433594,0.000649691,29.7902,433594,0.000733137,39.2951,433594,0.000709295,31.8578,433594,0.000623465,33.8179
433794,0.000709295,32.1537,433794,0.000610352,26.6864,433794,0.000656843,27.1922,433794,0.000767708,22.3443,433794,0.000698566,34.7004,433794,0.000687838,42.3464,433794,0.000703335,39.9403,433794,0.000675917,33.8949,433794,0.000634193,29.63,433794,0.000625849,34.0289,433794,0.000647306,32.1759,433794,0.000578165,40.4304,433794,0.000658035,37.706,433794,0.000663996,32.3029,433794,0.000579357,34.4116,433794,0.000640154,36.4989,433794,0.000622272,35.3318
433994,0.000678301,36.1797,433994,0.000641346,29.2612,433994,0.000654459,29.5827,433994,0.000693798,23.3574,433994,0.000641346,35.7334,433994,0.00066638,25.5276,433994,0.00058651,34.8853,433994,0.000593662,32.1025,433994,0.000618696,30.9418,433994,0.000545979,33.2073,433994,0.000751019,30.1721,433994,0.000675917,34.4255,433994,0.000606775,35.9379,433994,0.00071764,35.0433,433994,0.000659227,30.4838,433994,0.000687838,30.9986,433994,0.0007689,33.2353
434195,0.000638962,28.4085,434195,0.000693798,25.7465,434195,0.000731945,40.2798,434195,0.000753403,29.7997,434195,0.000628233,35.0189,434195,0.000613928,35.7274,434195,0.000703335,38.235,434195,0.00067234,22.9336,434195,0.000625849,38.1618,434195,0.000669956,37.1662,434195,0.000636578,37.2017,434195,0.000656843,33.2086,434195,0.000718832,29.4823,434195,0.000716448,36.3131,434195,0.000737906,42.2063,434195,0.000619888,26.3389,434195,0.000697374,30.2758
434395,0.000578165,34.2171,434395,0.000690222,28.0062,434395,0.000591278,24.1467,434395,0.000675917,37.023,434395,0.000739098,33.8802,434395,0.000565052,37.8201,434395,0.000630617,20.7469,434395,0.000647306,31.8851,434395,0.000653267,38.0051,434395,0.000776052,34.4091,434395,0.000753403,35.9618,434395,0.000668764,37.2891,434395,0.000600815,39.5688,434395,0.000690222,34.9308,434395,0.000680685,34.143,434395,0.000661612,29.2257,434395,0.000609159,23.5706
434595,0.000596046,36.355,434595,0.000638962,29.1266,434595,0.000523329,26.6445,434595,0.000660419,37.5616,434595,0.000685453,38.331,434595,0.000554323,24.8734,434595,0.00062108,16.6678,434595,0.000647306,27.1057,434595,0.000696182,40.7168,434595,0.000635386,31.2565,434595,0.00063777,40.9333,434595,0.000715256,36.8452,434595,0.000706911,37.3062,434595,0.000662804,33.7553,434595,0.000616312,39.1518,434595,0.000531673,35.6472,434595,0.000562668,35.4742
434796,0.000686646,34.5244,434796,0.000623465,35.2426,434796,0.000599623,27.71,434796,0.000604391,26.9406,434796,0.000597239,33.2521,434796,0.000681877,31.2563,434796,0.00062108,32.2046,434796,0.000602007,30.2981,434796,0.000631809,25.0367,434796,0.00064373,32.9054,434796,0.000663996,32.8151,434796,0.000638962,33.1054,434796,0.000605583,29.3152,434796,0.000702143,31.5987,434796,0.000648499,33.2897,434796,0.000687838,41.723,434796,0.00067234,35.0195
434996,0.000504255,34.8508,434996,0.00053525,29.2217,434996,0.000624657,36.27,434996,0.000606775,36.0286,434996,0.000598431,31.2921,434996,0.000644922,37.8308,434996,0.000705719,23.6739,434996,0.000681877,35.8048,434996,0.000680685,35.0606,434996,0.000691414,33.4534,434996,0.000661612,33.212,434996,0.000641346,37.6445,434996,0.000652075,39.9889,434996,0.000675917,33.9786,434996,0.000640154,40.2767,434996,0.000679493,32.3076,434996,0.000529289,28.3199
435196,0.000698566,22.3249,435196,0.000699759,21.1964,435196,0.000572205,34.1892,435196,0.000674725,30.8076,435196,0.000665188,31.5089,435196,0.000605583,32.7584,435196,0.000708103,36.1534,435196,0.000600815,34.5448,435196,0.000795126,28.4335,435196,0.000655651,35.0533,435196,0.000661612,37.2107,435196,0.000665188,32.2482,435196,0.000574589,28.6109,435196,0.000642538,39.1659,435196,0.000613928,31.0177,435196,0.000636578,27.4038,435196,0.000636578,25.4789
435396,0.000659227,28.6311,435396,0.000655651,23.7787,435396,0.000710487,36.4423,435396,0.000611544,26.7362,435396,0.000628233,29.6557,435396,0.000617504,30.1067,435396,0.000679493,34.8139,435396,0.000593662,40.9563,435396,0.000681877,31.7023,435396,0.000700951,25.9745,435396,0.000659227,33.4116,435396,0.000633001,24.7946,435396,0.000585318,33.3391,435396,0.000573397,21.5078,435396,0.000616312,33.0514,435396,0.000571012,22.8229,435396,0.000622272,37.5793
